Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;42, PELUSSIN, Pélussin -  Quartier Notre Dame;2021;Réseau de chaleur,PELUSSIN,Pélussin -  Quartier Notre Dame;kgCO2e/kWh;Rhône-Alpes, PELUSSIN;30;0,044;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, PELUSSIN, Pélussin - Siège CCPR;2021;Réseau de chaleur,PELUSSIN,Pélussin - Siège CCPR;kgCO2e/kWh;Rhône-Alpes, PELUSSIN;30;0,086;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, PELUSSIN, Pélussin 2 - Quartier des Croix;2021;Réseau de chaleur,PELUSSIN,Pélussin 2 - Quartier des Croix;kgCO2e/kWh;Rhône-Alpes, PELUSSIN;30;0,06;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, PLANFOY, Planfoy 2 - ZAC des Lucioles;2021;Réseau de chaleur,PLANFOY,Planfoy 2 - ZAC des Lucioles;kgCO2e/kWh;Rhône-Alpes, PLANFOY;30;0,047;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Roanne, Quartier Parc des Sports;2021;Réseau de chaleur,ROANNE,Quartier Parc des Sports;kgCO2e/kWh;Rhône-Alpes, Roanne;30;0,253;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, ROANNE, Roanne - Quartier Arsenal;2021;Réseau de chaleur,ROANNE,Roanne - Quartier Arsenal;kgCO2e/kWh;Rhône-Alpes, ROANNE;30;0,049;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, ROANNE, Roanne - Quartier de Mâtel;2021;Réseau de chaleur,ROANNE,Roanne - Quartier de Mâtel;kgCO2e/kWh;Rhône-Alpes, ROANNE;30;0,03;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Roanne, Roanne énergies;2021;Réseau de chaleur,ROANNE,Roanne énergies;kgCO2e/kWh;Rhône-Alpes, Roanne;30;0,077;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, ROCHE, Roche en Forez;2021;Réseau de chaleur,ROCHE,Roche en Forez;kgCO2e/kWh;Rhône-Alpes, ROCHE;30;0,019;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, ROISEY, Roisey;2021;Réseau de chaleur,Roisey;kgCO2e/kWh;Rhône-Alpes, ROISEY;30;0,025;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Saint Héand, Réseau de Saint Héand;2021;Réseau de chaleur,Réseau de Saint Héand,Saint Héand;kgCO2e/kWh;Rhône-Alpes, Saint Héand;30;0,043;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-BONNET-LE-CHATEAU, LOIRE FOREZ AGGLOMERATION Espace Déchelette;2021;Réseau de chaleur,SAINT-BONNET-LE-CHATEAU,LOIRE FOREZ AGGLOMERATION Espace Déchelette;kgCO2e/kWh;Rhône-Alpes, SAINT-BONNET-LE-CHATEAU;30;0,078;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-BONNET-LE-COURREAU, St Bonnet le Courreau;2021;Réseau de chaleur,SAINT-BONNET-LE-COURREAU,St Bonnet le Courreau;kgCO2e/kWh;Rhône-Alpes, SAINT-BONNET-LE-COURREAU;30;0,08;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-CHAMOND, Scevia quartier de fonsala;2021;Réseau de chaleur,SAINT-CHAMOND,Scevia quartier de fonsala;kgCO2e/kWh;Rhône-Alpes, SAINT-CHAMOND;30;0,133;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-CHRISTO-EN-JAREZ, St Christo en Jarez;2021;Réseau de chaleur,SAINT-CHRISTO-EN-JAREZ,St Christo en Jarez;kgCO2e/kWh;Rhône-Alpes, SAINT-CHRISTO-EN-JAREZ;30;0,022;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-CYR-DE-FAVIERES, St Cyr de Favières;2021;Réseau de chaleur,SAINT-CYR-DE-FAVIERES,St Cyr de Favières;kgCO2e/kWh;Rhône-Alpes, SAINT-CYR-DE-FAVIERES;30;0,024;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-DIDIER-SUR-ROCHEFORT, St Didier sur Rochefort;2021;Réseau de chaleur,SAINT-DIDIER-SUR-ROCHEFORT,St Didier sur Rochefort;kgCO2e/kWh;Rhône-Alpes, SAINT-DIDIER-SUR-ROCHEFORT;30;0,022;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Saint-Etienne, HLM Beaulieu Montchovet IV;2021;Réseau de chaleur,Saint-Etienne,HLM Beaulieu Montchovet IV;kgCO2e/kWh;Rhône-Alpes, Saint-Etienne;30;0,296;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Saint-Etienne, Quartier de La Métare;2021;Réseau de chaleur,Saint-Etienne,Quartier de La Métare;kgCO2e/kWh;Rhône-Alpes, Saint-Etienne;30;0,23;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Saint-Etienne, Quartier la Cotonne;2021;Réseau de chaleur,Saint-Etienne,Quartier la Cotonne;kgCO2e/kWh;Rhône-Alpes, Saint-Etienne;30;0,247;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-ETIENNE, Quartier Montreynaud;2021;Réseau de chaleur,Saint-Etienne,Quartier Montreynaud;kgCO2e/kWh;Rhône-Alpes, SAINT-ETIENNE;30;0,105;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-ETIENNE, Réseau de Chaleur VIACONFORT;2021;Réseau de chaleur,Saint-Etienne,Réseau de Chaleur VIACONFORT;kgCO2e/kWh;Rhône-Alpes, SAINT-ETIENNE;30;0,101;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-HAON-LE-CHATEL, St Haon le Châtel;2021;Réseau de chaleur,SAINT-HAON-LE-CHATEL,St Haon le Châtel;kgCO2e/kWh;Rhône-Alpes, SAINT-HAON-LE-CHATEL;30;0,079;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-JOSEPH, St Joseph;2021;Réseau de chaleur,SAINT-JOSEPH,St Joseph;kgCO2e/kWh;Rhône-Alpes, SAINT-JOSEPH;30;0,136;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-MARTIN-LA-SAUVETE, St Martin la Sauveté;2021;Réseau de chaleur,SAINT-MARTIN-LA-SAUVETE,St Martin la Sauveté;kgCO2e/kWh;Rhône-Alpes, SAINT-MARTIN-LA-SAUVETE;30;0,054;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-MAURICE-EN-GOURGOIS, St Maurice en Gourgois;2021;Réseau de chaleur,SAINT-MAURICE-EN-GOURGOIS,St Maurice en Gourgois;kgCO2e/kWh;Rhône-Alpes, SAINT-MAURICE-EN-GOURGOIS;30;0,056;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-REGIS-DU-COIN, St Régis du Coin;2021;Réseau de chaleur,SAINT-REGIS-DU-COIN,St Régis du Coin;kgCO2e/kWh;Rhône-Alpes, SAINT-REGIS-DU-COIN;30;0,048;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, SAINT-SYMPHORIEN-DE-LAY, St Symphorien de Lay;2021;Réseau de chaleur,SAINT-SYMPHORIEN-DE-LAY,St Symphorien de Lay;kgCO2e/kWh;Rhône-Alpes, SAINT-SYMPHORIEN-DE-LAY;30;0,015;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, Unieux, Réseau d'Unieux;2021;Réseau de chaleur,Réseau d'Unieux,Unieux;kgCO2e/kWh;Rhône-Alpes, Unieux;30;0,045;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;42, USSON-EN-FOREZ, Usson en Forez;2021;Réseau de chaleur,USSON-EN-FOREZ,Usson en Forez;kgCO2e/kWh;Rhône-Alpes, USSON-EN-FOREZ;30;0,067;Réseaux de chaleur / froid ; Rhône-Alpes ; 42. Loire;;
Réseau de chaleur;43, ALLEGRE, Réseau d'allegre;2021;Réseau de chaleur,Réseau d'allegre,ALLEGRE;kgCO2e/kWh;Auvergne, ALLEGRE;30;0,029;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, Dunieres, Chaufferie de la Mairie;2021;Réseau de chaleur,Dunieres,Chaufferie de la Mairie;kgCO2e/kWh;Auvergne, Dunieres;30;0,029;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, Dunieres, Chaufferie de la Piscine;2021;Réseau de chaleur,Dunieres,Chaufferie de la Piscine;kgCO2e/kWh;Auvergne, Dunieres;30;0,029;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, LANGEAC, 4302C Mairie de Langeac;2021;Réseau de chaleur,LANGEAC,4302C Mairie de Langeac;kgCO2e/kWh;Auvergne, LANGEAC;30;0,021;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, LE PUY-EN-VELAY, Réseau du Puy en Velay VERT VEINE;2021;Réseau de chaleur,Réseau du Puy en Velay VERT VEINE,LE PUY-EN-VELAY;kgCO2e/kWh;Auvergne, LE PUY-EN-VELAY;30;0,039;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, MAZET-SAINT-VOY, LA MION 2;2021;Réseau de chaleur,MAZET-SAINT-VOY,LA MION 2;kgCO2e/kWh;Auvergne, MAZET-SAINT-VOY;30;0,021;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, MAZET-SAINT-VOY, Réseau de Mazet Si Voy;2021;Réseau de chaleur,MAZET-SAINT-VOY,Réseau de Mazet Si Voy;kgCO2e/kWh;Auvergne, MAZET-SAINT-VOY;30;0,019;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, Pradelles, Pradelles;2021;Réseau de chaleur,Pradelles;kgCO2e/kWh;Auvergne, Pradelles;30;0,025;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, SAINT-BONNET-LE-FROID, Réseau de St Bonnet le Froid;2021;Réseau de chaleur,Réseau de St Bonnet le Froid,SAINT-BONNET-LE-FROID;kgCO2e/kWh;Auvergne, SAINT-BONNET-LE-FROID;30;0,024;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, Tence, Réseau de Tence;2021;Réseau de chaleur,Réseau de Tence,Tence;kgCO2e/kWh;Auvergne, Tence;30;0,055;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;43, Yssingeaux, Réseaux de Chaleur YES;2021;Réseau de chaleur,Yssingeaux,Réseaux de Chaleur YES;kgCO2e/kWh;Auvergne, Yssingeaux;30;0,049;Réseaux de chaleur / froid ; Auvergne;;;
Réseau de chaleur;44, CHATEAUBRIANT, CHATEAUBRIANT;2021;Réseau de chaleur,CHATEAUBRIANT;kgCO2e/kWh;Pays-de-la-Loire, CHATEAUBRIANT;30;0,14;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, NANTES, NANTES CHANTRERIE;2021;Réseau de chaleur,NANTES,NANTES CHANTRERIE;kgCO2e/kWh;Pays-de-la-Loire, NANTES;30;0,125;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, NANTES, Réseau de Nantes Centre-Loire;2021;Réseau de chaleur,NANTES,Réseau de Nantes Centre-Loire;kgCO2e/kWh;Pays-de-la-Loire, NANTES;30;0,056;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, NANTES, Réseau de Nantes Nord Chézine;2021;Réseau de chaleur,NANTES,Réseau de Nantes Nord Chézine;kgCO2e/kWh;Pays-de-la-Loire, NANTES;30;0,222;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, NANTES, Zup de Bellevue Saint Herblain;2021;Réseau de chaleur,NANTES,Zup de Bellevue Saint Herblain;kgCO2e/kWh;Pays-de-la-Loire, NANTES;30;0,13;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, REZE, AFUL Rezé-Château;2021;Réseau de chaleur,REZE,AFUL Rezé-Château;kgCO2e/kWh;Pays-de-la-Loire, REZE;30;0,121;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, SAINT-JEAN-DE-BOISEAU, Réseau de Saint-Jean-de-Boiseau;2021;Réseau de chaleur,Réseau de Saint-Jean-de-Boiseau,SAINT-JEAN-DE-BOISEAU;kgCO2e/kWh;Pays-de-la-Loire, SAINT-JEAN-DE-BOISEAU;30;0,277;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;44, SAINTE-LUCE-SUR-LOIRE, Réseau ZAC de la Minais;2021;Réseau de chaleur,SAINTE-LUCE-SUR-LOIRE,Réseau ZAC de la Minais;kgCO2e/kWh;Pays-de-la-Loire, SAINTE-LUCE-SUR-LOIRE;30;0,168;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;45, AMILLY, Réseau de Amilly;2021;Réseau de chaleur,Réseau de Amilly,AMILLY;kgCO2e/kWh;Centre, AMILLY;30;0,014;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;45, Fleury-les-Aubrais, Réseau de Fleury les Aubrais;2021;Réseau de chaleur,Réseau de Fleury les Aubrais,Fleury-les-Aubrais;kgCO2e/kWh;Centre, Fleury-les-Aubrais;30;0,112;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;45, Montargis, Zup du Grand Clos;2021;Réseau de chaleur,Montargis,Zup du Grand Clos;kgCO2e/kWh;Centre, Montargis;30;0,129;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;45, Orleans, Quartier Centre Ville et Nord;2021;Réseau de chaleur,Orleans,Quartier Centre Ville et Nord;kgCO2e/kWh;Centre, Orleans;30;0,037;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;45, Orleans, Socos source;2021;Réseau de chaleur,Orleans,Socos source;kgCO2e/kWh;Centre, Orleans;30;0,115;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;45, Pithiviers, U.V.E  Pithiviers;2021;Réseau de chaleur,Pithiviers,U.V.E  Pithiviers;kgCO2e/kWh;Centre, Pithiviers;30;4,00E-03;Réseaux de chaleur / froid ; Centre;;;
Réseau de chaleur;46, BIARS-SUR-CERE, Réseau de Biars sur Cere;2021;Réseau de chaleur,BIARS-SUR-CERE,Réseau de Biars sur Cere;kgCO2e/kWh;Midi-Pyrénées, BIARS-SUR-CERE;30;0,037;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, CAHORS, Réseau de CAHORS;2021;Réseau de chaleur,CAHORS,Réseau de CAHORS;kgCO2e/kWh;Midi-Pyrénées, CAHORS;30;0,04;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, CAILLAC, Réseau de Caillac;2021;Réseau de chaleur,CAILLAC,Réseau de Caillac;kgCO2e/kWh;Midi-Pyrénées, CAILLAC;30;0,076;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, CAJARC, Réseau de Cajarc;2021;Réseau de chaleur,CAJARC,Réseau de Cajarc;kgCO2e/kWh;Midi-Pyrénées, CAJARC;30;0,032;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, CATUS, Réseau de CATUS;2021;Réseau de chaleur,CATUS,Réseau de CATUS;kgCO2e/kWh;Midi-Pyrénées, CATUS;30;0,04;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, FIGEAC, Réseau de Figeac;2021;Réseau de chaleur,FIGEAC,Réseau de Figeac;kgCO2e/kWh;Midi-Pyrénées, FIGEAC;30;0,024;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, GOURDON, Réseau de GOURDON;2021;Réseau de chaleur,Réseau de GOURDON,GOURDON;kgCO2e/kWh;Midi-Pyrénées, GOURDON;30;0,026;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, Gramat, Réseau de Gramat;2021;Réseau de chaleur,Réseau de Gramat,Gramat;kgCO2e/kWh;Midi-Pyrénées, Gramat;30;0,017;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, LACAPELLE-MARIVAL, Réseau de Lacapelle Marival;2021;Réseau de chaleur,LACAPELLE-MARIVAL,Réseau de Lacapelle Marival;kgCO2e/kWh;Midi-Pyrénées, LACAPELLE-MARIVAL;30;0,042;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, LES QUATRE-ROUTES-DU-LOT, Réseau des 4 routes du Lot;2021;Réseau de chaleur,Réseau des 4 routes du Lot,LES QUATRE-ROUTES-DU-LOT;kgCO2e/kWh;Midi-Pyrénées, LES QUATRE-ROUTES-DU-LOT;30;0,039;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, LIVERNON, Réseau de Livernon;2021;Réseau de chaleur,LIVERNON,Réseau de Livernon;kgCO2e/kWh;Midi-Pyrénées, LIVERNON;30;0,057;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, Nuzejouls, Réseau de Nuzéjouls;2021;Réseau de chaleur,Réseau de Nuzéjouls,Nuzejouls;kgCO2e/kWh;Midi-Pyrénées, Nuzejouls;30;0,054;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, SAINT-GERMAIN-DU-BEL-AIR, Réseau de St Germain du Bel air;2021;Réseau de chaleur,Réseau de St Germain du Bel air,SAINT-GERMAIN-DU-BEL-AIR;kgCO2e/kWh;Midi-Pyrénées, SAINT-GERMAIN-DU-BEL-AIR;30;0,04;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, SOUSCEYRAC, Réseau de Sousceyrac;2021;Réseau de chaleur,SOUSCEYRAC,Réseau de Sousceyrac;kgCO2e/kWh;Midi-Pyrénées, SOUSCEYRAC;30;0,026;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;46, THEGRA, Réseau de THEGRA;2021;Réseau de chaleur,THEGRA,Réseau de THEGRA;kgCO2e/kWh;Midi-Pyrénées, THEGRA;30;0,03;Réseaux de chaleur / froid ; Midi-Pyrénées;;;
Réseau de chaleur;47, LE PASSAGE, SOGAD;2021;Réseau de chaleur,LE PASSAGE,SOGAD;kgCO2e/kWh;Aquitaine, LE PASSAGE;30;4,00E-03;Réseaux de chaleur / froid ; Aquitaine;;;
Réseau de chaleur;48, MENDE, Mende;2021;Réseau de chaleur,Mende;kgCO2e/kWh;Languedoc-Roussillon, MENDE;30;0,022;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de chaleur;48, SAINT-CHELY-D'APCHER, SCABE Saint Chely d'Apcher Bois Energie;2021;Réseau de chaleur,SCABE Saint Chely d'Apcher Bois Energie,SAINT-CHELY-D'APCHER;kgCO2e/kWh;Languedoc-Roussillon, SAINT-CHELY-D'APCHER;30;0,022;Réseaux de chaleur / froid ; Languedoc-Roussillon;;;
Réseau de chaleur;49, ANDREZE, Réseau de chaleur d'Andrezé;2021;Réseau de chaleur,ANDREZE,Réseau de chaleur d'Andrezé;kgCO2e/kWh;Pays-de-la-Loire, ANDREZE;30;0,106;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, ANGERS, CHU Angers;2021;Réseau de chaleur,ANGERS,CHU Angers;kgCO2e/kWh;Pays-de-la-Loire, ANGERS;30;0,038;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, ANGERS, Hauts de Saint Aubin;2021;Réseau de chaleur,ANGERS,Hauts de Saint Aubin;kgCO2e/kWh;Pays-de-la-Loire, ANGERS;30;0,093;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, Angers, Réseau d'Angers La Roseraie;2021;Réseau de chaleur,ANGERS,Réseau d'Angers La Roseraie;kgCO2e/kWh;Pays-de-la-Loire, Angers;30;0,017;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, Angers, Réseau d'Orgemont;2021;Réseau de chaleur,ANGERS,Réseau d'Orgemont;kgCO2e/kWh;Pays-de-la-Loire, Angers;30;0,049;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, ANGERS, Réseau de Belle Beille;2021;Réseau de chaleur,ANGERS,Réseau de Belle Beille;kgCO2e/kWh;Pays-de-la-Loire, ANGERS;30;0,099;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, Angers, RESEAU DES DEUX CROIX NOZAY-UPJM;2021;Réseau de chaleur,ANGERS,RESEAU DES DEUX CROIX NOZAY-UPJM;kgCO2e/kWh;Pays-de-la-Loire, Angers;30;0,139;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, CHOLET, Réseau les Mauges;2021;Réseau de chaleur,Réseau les Mauges,CHOLET;kgCO2e/kWh;Pays-de-la-Loire, CHOLET;30;0,139;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, Ecouflant, Réseau de chaleur d'Ecouflant;2021;Réseau de chaleur,Ecouflant,Réseau de chaleur d'Ecouflant;kgCO2e/kWh;Pays-de-la-Loire, Ecouflant;30;0,141;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, MONTREUIL-BELLAY, Réseau de chaleur de la Herse;2021;Réseau de chaleur,Réseau de chaleur de la Herse,MONTREUIL-BELLAY;kgCO2e/kWh;Pays-de-la-Loire, MONTREUIL-BELLAY;30;0,043;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;49, Saumur, Chemin Vert;2021;Réseau de chaleur,Saumur,Chemin Vert;kgCO2e/kWh;Pays-de-la-Loire, Saumur;30;0,111;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;5, BRIANCON, Réseau de Briançon;2021;Réseau de chaleur,Réseau de Briançon,BRIANCON;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, BRIANCON;30;0,077;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;5, EMBRUN, Quartier gare;2021;Réseau de chaleur,EMBRUN,Quartier gare;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, EMBRUN;30;0,027;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;5, EMBRUN, REMPARTS;2021;Réseau de chaleur,EMBRUN,REMPARTS;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, EMBRUN;30;0,054;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;5, Embrun, Réseau de chaleur bois Delaroche;2021;Réseau de chaleur,EMBRUN,Réseau de chaleur bois Delaroche;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, Embrun;30;0,042;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;5, TALLARD, Réseau de l'Association La Chrysalide;2021;Réseau de chaleur,TALLARD,Réseau de l'Association La Chrysalide;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, TALLARD;30;0,115;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;5, VEYNES, Réseau de Veynes;2021;Réseau de chaleur,Réseau de Veynes,VEYNES;kgCO2e/kWh;Provence-Alpes-Côte d'Azur, VEYNES;30;0,2;Réseaux de chaleur / froid ; Provence-Alpes-Côte d'Azur;;;
Réseau de chaleur;50, CHERBOURG-OCTEVILLE, Ilot Divette;2021;Réseau de chaleur,CHERBOURG-OCTEVILLE,Ilot Divette;kgCO2e/kWh;Basse-Normandie, CHERBOURG-OCTEVILLE;30;0,115;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;50, CHERBOURG-OCTEVILLE, Provinces Energies;2021;Réseau de chaleur,CHERBOURG-OCTEVILLE,Provinces Energies;kgCO2e/kWh;Basse-Normandie, CHERBOURG-OCTEVILLE;30;0,069;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;50, LA LUCERNE-D'OUTREMER, Réseau communal La Lucerne d'Outremer;2021;Réseau de chaleur,Réseau communal La Lucerne d'Outremer,LA LUCERNE-D'OUTREMER;kgCO2e/kWh;Basse-Normandie, LA LUCERNE-D'OUTREMER;30;0,017;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;50, LE TEILLEUL, Régie de chauffage du Teilleul;2021;Réseau de chaleur,LE TEILLEUL,Régie de chauffage du Teilleul;kgCO2e/kWh;Basse-Normandie, LE TEILLEUL;30;0,111;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;50, PONTORSON, Centre Hospitalier de L'estran;2021;Réseau de chaleur,Centre Hospitalier de L'estran,PONTORSON;kgCO2e/kWh;Basse-Normandie, PONTORSON;30;0,109;Réseaux de chaleur / froid ; Basse-Normandie;;;
Réseau de chaleur;51, CHALONS-EN-CHAMPAGNE, La renaissance Immobilière Chalonnaise;2021;Réseau de chaleur,La renaissance Immobilière Chalonnaise,CHALONS-EN-CHAMPAGNE;kgCO2e/kWh;Champagne-Ardenne, CHALONS-EN-CHAMPAGNE;30;0,064;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;51, Epernay, Quartier Bernon;2021;Réseau de chaleur,Epernay,Quartier Bernon;kgCO2e/kWh;Champagne-Ardenne, Epernay;30;0,241;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;51, Reims, Croix Rouge;2021;Réseau de chaleur,Reims,Croix Rouge;kgCO2e/kWh;Champagne-Ardenne, Reims;30;0,132;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;51, REIMS, Zup de Laon Neufchatel;2021;Réseau de chaleur,Reims,Zup de Laon Neufchatel;kgCO2e/kWh;Champagne-Ardenne, REIMS;30;0,267;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;51, VITRY-LE-FRANCOIS, VY'ENERGIE;2021;Réseau de chaleur,VITRY-LE-FRANCOIS,VY'ENERGIE;kgCO2e/kWh;Champagne-Ardenne, VITRY-LE-FRANCOIS;30;0,072;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
Réseau de chaleur;52, BOURMONT, Réseau de Bourmont;2021;Réseau de chaleur,Réseau de Bourmont,BOURMONT;kgCO2e/kWh;Champagne-Ardenne, BOURMONT;30;0,14;Réseaux de chaleur / froid ; Champagne-Ardenne;;;
